scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Monvillea,Monvillea cavendishii,whole plant growth form,liana,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Monvillea cavendishii,Cactaceae Cactaceae Monvillea cavendishii,Cactaceae,Monvillea cavendishii,(Monv.) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Monvillea,cavendishii,Monvillea cavendishii,Monvillea cavendishii,(Monv.) Britton & Rose,Monvillea cavendishii (Monv.) Britton & Rose,Monvillea cavendishii Cactaceae,public,1864388
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1864393
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1864394
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1864395
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1868029
Cactaceae,Cleistocactus,Cleistocactus baumannii,whole plant growth form,tree,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Cleistocactus baumannii,Cactaceae Cactaceae Cleistocactus baumannii,Cactaceae,Cleistocactus baumannii,(Lem.) Lem.,flowering plants,,Accepted,Accepted,Cactaceae,Cleistocactus,baumannii,Cleistocactus baumannii,Cleistocactus baumannii,(Lem.) Lem.,Cleistocactus baumannii (Lem.) Lem.,Cleistocactus baumannii Cactaceae,public,1868059
Cactaceae,Cleistocactus,Cleistocactus baumannii,whole plant growth form,tree,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Cleistocactus baumannii,Cactaceae Cactaceae Cleistocactus baumannii,Cactaceae,Cleistocactus baumannii,(Lem.) Lem.,flowering plants,,Accepted,Accepted,Cactaceae,Cleistocactus,baumannii,Cleistocactus baumannii,Cleistocactus baumannii,(Lem.) Lem.,Cleistocactus baumannii (Lem.) Lem.,Cleistocactus baumannii Cactaceae,public,1868060
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869536
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869537
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869538
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869539
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869541
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869542
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869543
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869544
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869546
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1869547
Cactaceae,Cereus,,whole plant growth form,tree,,,-27,-58,,,,James S. MIller,,Cactaceae Cereus M1,Cactaceae Cactaceae Cereus M1,Cactaceae,Cereus,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,,Cereus,Cereus,Mill.,Cereus Mill.,Cereus M1,public,1869716
Cactaceae,Cereus,,whole plant growth form,tree,,,-27,-58,,,,James S. MIller,,Cactaceae Cereus M1,Cactaceae Cactaceae Cereus M1,Cactaceae,Cereus,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,,Cereus,Cereus,Mill.,Cereus Mill.,Cereus M1,public,1869717
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1880818
Cactaceae,Cereus,Cereus stenogonus,whole plant growth form,tree,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Cereus stenogonus,Cactaceae Cactaceae Cereus stenogonus,Cactaceae,Cereus stenogonus,K. Schum.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,stenogonus,Cereus stenogonus,Cereus stenogonus,K. Schum.,Cereus stenogonus K. Schum.,Cereus stenogonus Cactaceae,public,1882934
Cactaceae,Cereus,Cereus stenogonus,whole plant growth form,tree,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Cereus stenogonus,Cactaceae Cactaceae Cereus stenogonus,Cactaceae,Cereus stenogonus,K. Schum.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,stenogonus,Cereus stenogonus,Cereus stenogonus,K. Schum.,Cereus stenogonus K. Schum.,Cereus stenogonus Cactaceae,public,1882935
Cactaceae,Monvillea,Monvillea cavendishii,whole plant growth form,liana,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Monvillea cavendishii,Cactaceae Cactaceae Monvillea cavendishii,Cactaceae,Monvillea cavendishii,(Monv.) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Monvillea,cavendishii,Monvillea cavendishii,Monvillea cavendishii,(Monv.) Britton & Rose,Monvillea cavendishii (Monv.) Britton & Rose,Monvillea cavendishii Cactaceae,public,1882953
Cactaceae,Cereus,Cereus stenogonus,whole plant growth form,tree,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Cereus stenogonus,Cactaceae Cactaceae Cereus stenogonus,Cactaceae,Cereus stenogonus,K. Schum.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,stenogonus,Cereus stenogonus,Cereus stenogonus,K. Schum.,Cereus stenogonus K. Schum.,Cereus stenogonus Cactaceae,public,1886580
Cactaceae,Opuntia,Opuntia retrorsa,whole plant growth form,liana,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Opuntia retrorsa,Cactaceae Cactaceae Opuntia retrorsa,Cactaceae,Opuntia retrorsa,Speg.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,retrorsa,Opuntia retrorsa,Opuntia retrorsa,Speg.,Opuntia retrorsa Speg.,Opuntia retrorsa Cactaceae,public,1888432
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1889962
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1889963
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1889964
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1889965
Cactaceae,Cereus,Cereus stenogonus,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Cereus stenogonus,Cactaceae Cactaceae Cereus stenogonus,Cactaceae,Cereus stenogonus,K. Schum.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,stenogonus,Cereus stenogonus,Cereus stenogonus,K. Schum.,Cereus stenogonus K. Schum.,Cereus stenogonus Cactaceae,public,1890276
Cactaceae,Cereus,Cereus uruguayanus,whole plant growth form,tree,,,-34.089,-53.788,,,,Mauricio Bonifacino,,Cactaceae Cereus uruguayanus,Cactaceae Cactaceae Cereus uruguayanus,Cactaceae,Cereus uruguayanus,F. Ritter ex R. Kiesling,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,uruguayanus,Cereus uruguayanus,Cereus uruguayanus,F. Ritter ex R. Kiesling,Cereus uruguayanus F. Ritter ex R. Kiesling,Cereus uruguayanus Cactaceae,public,1890977
Cactaceae,Cereus,Cereus uruguayanus,whole plant growth form,tree,,,-34.089,-53.788,,,,Mauricio Bonifacino,,Cactaceae Cereus uruguayanus,Cactaceae Cactaceae Cereus uruguayanus,Cactaceae,Cereus uruguayanus,F. Ritter ex R. Kiesling,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,uruguayanus,Cereus uruguayanus,Cereus uruguayanus,F. Ritter ex R. Kiesling,Cereus uruguayanus F. Ritter ex R. Kiesling,Cereus uruguayanus Cactaceae,public,1890978
Cactaceae,Acanthocereus,,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Acanthocereus M1,Cactaceae Cactaceae Acanthocereus M1,Cactaceae,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Acanthocereus,,Acanthocereus,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,Acanthocereus (Engelm. ex A. Berger) Britton & Rose,Acanthocereus M1,public,1895353
Cactaceae,Acanthocereus,,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Acanthocereus M1,Cactaceae Cactaceae Acanthocereus M1,Cactaceae,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Acanthocereus,,Acanthocereus,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,Acanthocereus (Engelm. ex A. Berger) Britton & Rose,Acanthocereus M1,public,1895354
Cactaceae,Acanthocereus,,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Acanthocereus M1,Cactaceae Cactaceae Acanthocereus M1,Cactaceae,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Acanthocereus,,Acanthocereus,Acanthocereus,(Engelm. ex A. Berger) Britton & Rose,Acanthocereus (Engelm. ex A. Berger) Britton & Rose,Acanthocereus M1,public,1895355
Cactaceae,Hylocereus,,whole plant growth form,liana,,,9.96667,-75.1667,,,,James S. MIller,,Cactaceae Hylocereus M2,Cactaceae Cactaceae Hylocereus M2,Cactaceae,Hylocereus,(A. Berger) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Hylocereus,,Hylocereus,Hylocereus,(A. Berger) Britton & Rose,Hylocereus (A. Berger) Britton & Rose,Hylocereus M2,public,1895373
Cactaceae,Opuntia,,whole plant growth form,tree,,,15.3333,-92.2,,,,James S. MIller,,Cactaceae Opuntia M1,Cactaceae Cactaceae Opuntia M1,Cactaceae,Opuntia,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,,Opuntia,Opuntia,Mill.,Opuntia Mill.,Opuntia M1,public,1900628
Cactaceae,Opuntia,,whole plant growth form,tree,,,15.3333,-92.2,,,,James S. MIller,,Cactaceae Opuntia M1,Cactaceae Cactaceae Opuntia M1,Cactaceae,Opuntia,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,,Opuntia,Opuntia,Mill.,Opuntia Mill.,Opuntia M1,public,1900629
Cactaceae,Opuntia,,whole plant growth form,tree,,,15.3333,-92.2,,,,James S. MIller,,Cactaceae Opuntia M1,Cactaceae Cactaceae Opuntia M1,Cactaceae,Opuntia,Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,,Opuntia,Opuntia,Mill.,Opuntia Mill.,Opuntia M1,public,1900630
Cactaceae,,,whole plant growth form,liana,,,-6.58333,-76.4167,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1939796
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1902878
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1902879
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1904772
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1904773
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1904774
Cactaceae,Stenocereus,Stenocereus chrysocarpus,whole plant growth form,tree,,,19.5,-105.05,,,,James S. MIller,,Cactaceae Stenocereus chrysocarpus,Cactaceae Cactaceae Stenocereus chrysocarpus,Cactaceae,Stenocereus chrysocarpus,Sánchez-Mej.,flowering plants,,Accepted,Accepted,Cactaceae,Stenocereus,chrysocarpus,Stenocereus chrysocarpus,Stenocereus chrysocarpus,Sánchez-Mej.,Stenocereus chrysocarpus Sánchez-Mej.,Stenocereus chrysocarpus Cactaceae,public,1907877
Cactaceae,Cereus,Cereus repandus,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Cereus repandus,Cactaceae Cactaceae Cereus repandus,Cactaceae,Cereus repandus,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,repandus,Cereus repandus,Cereus repandus,(L.) Mill.,Cereus repandus (L.) Mill.,Cereus repandus Cactaceae,public,1915846
Cactaceae,Cereus,Cereus repandus,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Cereus repandus,Cactaceae Cactaceae Cereus repandus,Cactaceae,Cereus repandus,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,repandus,Cereus repandus,Cereus repandus,(L.) Mill.,Cereus repandus (L.) Mill.,Cereus repandus Cactaceae,public,1915847
Cactaceae,Monvillea,Monvillea cavendishii,whole plant growth form,liana,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Monvillea cavendishii,Cactaceae Cactaceae Monvillea cavendishii,Cactaceae,Monvillea cavendishii,(Monv.) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Monvillea,cavendishii,Monvillea cavendishii,Monvillea cavendishii,(Monv.) Britton & Rose,Monvillea cavendishii (Monv.) Britton & Rose,Monvillea cavendishii Cactaceae,public,1917709
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1919571
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1919572
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1919573
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1919574
